inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.1 , 0.02013834 , 1
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.5 , 0.00484084 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.5 , 0.00483794 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.6 , 0.00496216 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.6 , 0.00492768 , 1.8
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.7 , 0.0226119 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.8 , 0.0049287 , 1.8
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 1.0 , 0.02235248 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.0 , 0.00444196 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.0 , 0.02059416 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.0; crossover_prob = 1.0 , 0.0235874 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.2 , 0.02102576 , 2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.4 , 0.0046393599999999995 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.7 , 0.02116992 , 2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.1 , 0.00463388 , 2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.4 , 0.0048434 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.6 , 0.02137808 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.7 , 0.0213435 , 2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.8 , 0.00464436 , 2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.1 , 0.0045907199999999995 , 2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.2 , 0.00474978 , 2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.3 , 0.00468496 , 2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.6 , 0.00474514 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.6 , 0.02156178 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.6 , 0.02148856 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.2 , 0.02154878 , 2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.8 , 0.00478652 , 2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.8 , 0.00485324 , 2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.9 , 0.00480678 , 2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.1 , 0.00488738 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.6 , 0.0217199 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.8 , 0.02194802 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.0 , 0.021953300000000002 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.7 , 0.02245 , 2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.9 , 0.00488218 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.0 , 0.02195434 , 2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.4 , 0.00482008 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 1.0 , 0.02227388 , 2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.9 , 0.02180496 , 2.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.5 , 0.02101884 , 2.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.8 , 0.02120486 , 2.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.9 , 0.00484944 , 2.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.2 , 0.00466808 , 2.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.7 , 0.021384 , 2.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.9 , 0.004772 , 2.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.9 , 0.02244612 , 2.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.4 , 0.02202496 , 2.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.7 , 0.02198138 , 2.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.8 , 0.021846459999999998 , 2.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.1 , 0.00469004 , 2.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.6 , 0.0048128 , 2.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.2 , 0.0047452 , 2.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.2 , 0.022071939999999998 , 2.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.7 , 0.00494152 , 2.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.3 , 0.0047710800000000005 , 2.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 1.0 , 0.00475428 , 2.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.4 , 0.02167326 , 2.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 1.0 , 0.00511412 , 2.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.0 , 0.0242826 , 2.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.0 , 0.02282186 , 2.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.4 , 0.02264016 , 2.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.1 , 0.021885579999999998 , 2.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.2 , 0.00475802 , 2.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.4 , 0.00479252 , 2.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.0 , 0.00426558 , 2.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 1.0 , 0.00485484 , 2.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.7 , 0.02179808 , 2.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.3 , 0.02226086 , 2.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.6 , 0.02234106 , 2.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.1 , 0.0047855 , 2.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.5 , 0.02226246 , 2.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.1 , 0.02193302 , 2.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.6 , 0.02281514 , 2.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.6 , 0.00485882 , 2.8
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.9 , 0.02245632 , 2.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.2 , 0.00475266 , 3
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.5 , 0.00473532 , 3
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.1 , 0.0047426 , 3.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.5 , 0.00475804 , 3.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.6 , 0.02194656 , 3.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.8 , 0.00486388 , 3.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 1.0 , 0.02309458 , 3.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.2 , 0.0050151 , 3.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.6 , 0.00487044 , 3.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.3 , 0.02215618 , 4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.0 , 0.02161714 , 4.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.9 , 0.0048855800000000005 , 4.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.1 , 0.0047100399999999995 , 4.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.4 , 0.00473138 , 4.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.4 , 0.0218549 , 4.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.5 , 0.02191082 , 4.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.7 , 0.021956820000000002 , 4.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.3 , 0.00481294 , 5.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.7 , 0.00507814 , 5.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.8 , 0.00490128 , 5.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.4 , 0.00481892 , 5.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.7 , 0.00493202 , 5.8
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.3 , 0.02251928 , 6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.9 , 0.022588900000000002 , 6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 1.0 , 0.02268294 , 6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.5 , 0.02215712 , 6.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.9 , 0.00500322 , 6.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.0 , 0.00463268 , 6.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.1 , 0.02177458 , 6.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.4 , 0.0220465 , 6.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.8 , 0.02290692 , 6.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.8 , 0.02216384 , 6.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.0 , 0.004589960000000001 , 7
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.7 , 0.02237146 , 7
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 1.0 , 0.00498042 , 7.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.2 , 0.021995419999999998 , 7.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 1.0; crossover_prob = 1.0 , 0.00509998 , 8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 1.0; crossover_prob = 0.3 , 0.00474934 , 8.2
